almaMmsId	zdbId
99370693828906441; 990212757170206441	2863553-X
99370693199006441; 990212757240206441	2863555-3
990212757260206441; 99370692607906441	2863556-5
990212757290206441; 99370693828606441	2863564-4
990212757280206441; 99370682857706441	2863565-6
990212757390206441; 99370685652606441	2863577-2
99370687759106441; 990212757470206441	2863581-4
990212757520206441; 99370683818706441	2863587-5
99370685121206441; 990212757500206441	2863591-7
990212763450206441; 99370682659106441	2863606-5
99370699795606441; 990212763440206441	2863616-8
99370673259306441; 990212763570206441	2863620-X
99370677572106441; 990212763610206441	2863622-3
99370694583006441; 990212763590206441	2863625-9
99370684270806441; 990212764480206441	2863636-3
99370684270706441; 990212764540206441	2863643-0
99370684271306441; 990212764620206441	2863646-6
990212766870206441; 99370694583906441	2863666-1
990212766960206441; 99370694578506441	2863674-0
99370682658906441; 990212768480206441	2863679-X
99370685953806441; 990212768500206441	2863682-X
99370691174106441; 990212768510206441	2863683-1
990212768560206441; 99370692605406441	2863687-9
990212768630206441; 99370684271206441	2863691-0
99370693599506441; 990212768610206441	2863692-2
99370690673506441; 990212768580206441	2863695-8
99370678192906441; 990212768670206441	2863697-1
99370678580106441; 990212768660206441	2863700-8
99370697978406441; 990212768710206441	2863703-3
99370690632706441; 990212768750206441	2863710-0
99370693099006441; 990212768790206441	2863711-2
990212768820206441; 99370684271106441	2863712-4
990212768810206441; 99370689154706441	2863714-8
99370684271706441; 990212768930206441	2863721-5
990212769180206441; 99370697343206441	2863730-6
99370687003506441; 990212769140206441	2863739-2
99370686945106441; 990212769240206441	2863742-2
990212769320206441; 99370684271606441	2863745-8
990212769120206441; 99370694577706441	2863747-1
990212769270206441; 99370679363306441	2863748-3
990212769350206441; 99370684271506441	2863751-3
99370699795006441; 990212769340206441	2863752-5
990212769460206441; 99370684271406441	2863766-5
990212769560206441; 99370694378806441	2863775-6
99370695997106441; 990212791340206441	2863792-6
99370682658306441; 990212791350206441	2863793-8
990212791410206441; 99370684964006441	2863799-9
99370697338106441; 990212791460206441	2863803-7
990212791470206441; 99370699795106441	2863805-0
990212791940206441; 99370686159506441	2863822-0
990212791990206441; 99370697173606441	2863829-3
990212792400206441; 99370684272106441	2863837-2
99370686291706441; 990212792300206441	2863840-2
990212792180206441; 99370693685906441	2863845-1
99371923924706441; 990212792090206441	2863849-9
99370694654506441; 990212792080206441	2863850-5
990212792150206441; 99370690360806441	2863856-6
990212792040206441; 99370684272006441	2863863-3
990212792170206441; 99370690632606441	2863866-9
990212792450206441; 99370684271906441	2863874-8
99370694584606441; 990212792480206441	2863876-1
99370684271806441; 990212792610206441	2863891-8
99370684272506441; 990212792770206441	2863908-X
990212792830206441; 99370684272406441	2863911-X
99370684272306441; 990212792840206441	2863916-9
990212805410206441; 99370684272206441	2863960-1
990212805430206441; 99370688977006441	2863961-3
99370684272906441; 990212805440206441	2863963-7
99370684272806441; 990212805510206441	2863971-6
990212805530206441; 99370690626906441	2863972-8
99370690358906441; 990212805570206441	2863974-1
990212805560206441; 99370692163806441	2863975-3
990212805550206441; 99370690630106441	2863977-7
990212805540206441; 99370690355206441	2863978-9
99370687757306441; 990212805600206441	2863979-0
990212805640206441; 99370690358606441	2863980-7
99370682072806441; 990212805630206441	2863981-9
990212805620206441; 99370689311406441	2863984-4
990212805710206441; 99370693687406441	2863990-X
990212805770206441; 99370690357406441	2863993-5
990212805760206441; 99370690357206441	2863994-7
99370689316206441; 990212805750206441	2863996-0
990212805820206441; 99370696139906441	2863998-4
990212805800206441; 99370887697606441	2863999-6
990212805860206441; 99370684272706441	2864002-0
99370674693606441; 990212805850206441	2864003-2
99370684272606441; 990212805880206441	2864006-8
990212812690206441; 99370684273306441	2864026-3
990212812580206441; 99370700061206441	2864027-5
990212813010206441; 99370684962306441	2864049-4
990212813800206441; 99370684273206441	2864096-2
990212815720206441; 99370670670406441	2864105-X
990212816330206441; 99370684273106441	2864125-5
990212816920206441; 99370691733706441	2864138-3
99370686014806441; 990212818910206441	2864155-3
990212818900206441; 99370690359806441	2864156-5
990212818980206441; 99370690357706441	2864157-7
990212818990206441; 99370690360506441	2864160-7
99370696088206441; 990212819180206441	2864169-3
99370687645906441; 990212819150206441	2864170-X
99370698184106441; 990212819220206441	2864174-7
990212819200206441; 99370682072506441	2864175-9
99370676278406441; 990212819230206441	2864177-2
99370689882106441; 990212819240206441	2864181-4
990212819310206441; 99370684273006441	2864185-1
99370676474506441; 990212819340206441	2864191-7
990212819770206441; 99370687006006441	2864233-8
990212819900206441; 99370687004106441	2864246-6
990212826850206441; 99370693687806441	2864256-9
99370698183806441; 990212826900206441	2864262-4
99370690348806441; 990212826990206441	2864269-7
990212827060206441; 99370684273606441	2864272-7
99370690614306441; 990212827050206441	2864275-2
99370686981306441; 990212827410206441	2864285-5
990212832720206441; 99370691325406441	2864307-0
99370686007806441; 990212832710206441	2864316-1
990212832700206441; 99370690359906441	2864317-3
990212832690206441; 99370690355306441	2864318-5
990212832940206441; 99370697980906441	2864334-3
990212833110206441; 99370687011006441	2864352-5
99370684273506441; 990212833550206441	2864398-7
99370700168706441; 990212842240206441	2864414-1
990212842260206441; 99370693463906441	2864418-9
99370684273406441; 990212843050206441	2864425-6
990212843030206441; 99370688129106441	2864426-8
990212843130206441; 99370696139606441	2864428-1
990212843160206441; 99370698487706441	2864430-X
990212843150206441; 99370694654706441	2864431-1
99370690357006441; 990212843180206441	2864436-0
99370695721906441; 990212843240206441	2864438-4
990212843230206441; 99370697043406441	2864439-6
99370698305606441; 990212843340206441	2864449-9
99370684274106441; 990212843310206441	2864450-5
990212843320206441; 99370687758906441	2864452-9
99370684274006441; 990212843800206441	2864457-8
990212843950206441; 99370684273906441	2864468-2
99370684273806441; 990212844800206441	2864477-3
990212845050206441; 99370690840006441	2864499-2
99370684876006441; 990212853470206441	2864570-4
99370684918306441; 990212853710206441	2864571-6
990212853740206441; 99370685980906441	2864572-8
990212853780206441; 99370696532706441	2864577-7
990212853790206441; 99370682720406441	2864581-9
99370687351406441; 990212853880206441	2864584-4
990212853840206441; 99370682719706441	2864585-6
990212853860206441; 99370688128906441	2864588-1
990212853900206441; 99370684274406441	2864591-1
990212853920206441; 99370685684206441	2864593-5
99370678204506441; 990212853910206441	2864594-7
99370689886206441; 990212854400206441	2864605-8
99370685776606441; 990212854370206441	2864609-5
99370690626106441; 990212854470206441	2864617-4
990212854490206441; 99370689317706441	2864619-8
99370690625706441; 990212854560206441	2864624-1
99370699066106441; 990212857950206441	2864628-9
990212857850206441; 99370693209306441	2864634-4
99370691325606441; 990212857840206441	2864636-8
99370682324106441; 990212857830206441	2864637-X
990212857990206441; 99370684274306441	2864655-1
990212858110206441; 99370683904806441	2864659-9
990212858100206441; 99370684274206441	2864661-7
990212858140206441; 99370687017906441	2864669-1
99370686523206441; 990212858300206441	2864684-8
99370694920206441; 990212858430206441	2864697-6
99370689097206441; 990212858470206441	2864702-6
99370684274706441; 990212866370206441	2864730-0
990212866390206441; 99370683603606441	2864733-6
99370683291206441; 990212866450206441	2864739-7
990212866480206441; 99370684274606441	2864743-9
99370690359606441; 990212866940206441	2864751-8
990212866970206441; 99370690360706441	2864753-1
990212866960206441; 99370690360306441	2864754-3
99370688567706441; 990212867040206441	2864757-9
99370684274506441; 990212867020206441	2864758-0
990212867090206441; 99370693186406441	2864764-6
99370684275106441; 990212872560206441	2864767-1
990212872670206441; 99370684275006441	2864788-9
990212872730206441; 99370684274906441	2864791-9
99370698492206441; 990212872760206441	2864799-3
990212872800206441; 99370684274806441	2864802-X
990212872850206441; 99370698246606441	2864803-1
99370684996506441; 990212872880206441	2864806-7
990212873050206441; 99370690626406441	2864827-4
99370686851506441; 990212873100206441	2864830-4
990212873120206441; 99370692892806441	2864833-X
990212873280206441; 99370696898906441	2864848-1
990212873290206441; 99370681911006441	2864850-X
990212881640206441; 99370693208806441	2864865-1
990212881660206441; 99370690354606441	2864867-5
99370687002906441; 990212881680206441	2864868-7
990212881650206441; 99370693688006441	2864869-9
990212881670206441; 99370679138906441	2864870-5
99370691330706441; 990212881730206441	2864874-2
990212882070206441; 99370687683406441	2864884-5
990212885070206441; 99370698645206441	2864901-1
99370692892706441; 990212884990206441	2864905-9
990212885120206441; 99370682857906441	2864909-6
990212885250206441; 99370686721906441	2864918-7
99370686250706441; 990212885270206441	2864922-9
990212885300206441; 99370692892606441	2864924-2
99370699796106441; 990212885680206441	2864963-1
99370692892506441; 990212885760206441	2864968-0
990212892730206441; 99370697145206441	2864999-0
99370690672206441; 990212893370206441	2865010-4
99370690360206441; 990212893420206441	2865014-1
99370697149806441; 990212893440206441	2865015-3
99370692886606441; 990212893670206441	2865024-4
990212893710206441; 99370686246406441	2865027-X
99370692886506441; 990212898560206441	2865028-1
99370693118106441; 990212898610206441	2865036-0
990212898590206441; 99370692886406441	2865042-6
990212898580206441; 99370689803606441	2865045-1
990212898520206441; 99370696241106441	2865050-5
99370681909606441; 990212898830206441	2865070-0
990212899110206441; 99370692886306441	2865096-7
990212906260206441; 99370692887006441	2865144-3
99370683688006441; 990212906660206441	2865145-5
990212906700206441; 99370685949706441	2865150-9
990212906690206441; 99370685952006441	2865151-0
99370698898906441; 990212906710206441	2865152-2
99370682653206441; 990212906800206441	2865162-5
990212906860206441; 99370691720906441	2865166-2
990212907410206441; 99370690627306441	2865180-7
990212907450206441; 99370699602006441	2865185-6
990212909170206441; 99370682098306441	2865195-9
990212909200206441; 99370685895206441	2865214-9
990212909520206441; 99370699796506441	2865243-5
990212909740206441; 99370692886806441	2865258-7
990212909750206441; 99370692886706441	2865259-9
99370691730206441; 990212917070206441	2865275-7
990212921900206441; 99370686245506441	2865312-9
990212921960206441; 99370692887406441	2865319-1
990212922040206441; 99370692887306441	2865326-9
990212922030206441; 99370692887206441	2865327-0
99370692887106441; 990212922210206441	2865339-7
99370684490806441; 990212930140206441	2865364-6
990212930220206441; 99370692887806441	2865372-5
990212930210206441; 99370690834406441	2865373-7
99370687677506441; 990212930260206441	2865376-2
990212930690206441; 99370691671606441	2865387-7
99370686721406441; 990212936990206441	2865400-6
990212937120206441; 99370684121906441	2865404-3
990212937150206441; 99370692887706441	2865409-2
990212937170206441; 99370687004406441	2865415-8
990212937030206441; 99370690631706441	2865416-X
990212937130206441; 99370692887606441	2865424-9
99370687646206441; 990212937000206441	2865426-2
99370693209206441; 990212937260206441	2865429-8
99370691472506441; 990212937330206441	2865437-7
990212937420206441; 99370692887506441	2865448-1
99370688122706441; 990212937600206441	2865468-7
990212937670206441; 99370692888206441	2865475-4
990212937740206441; 99370692888106441	2865482-1
99370692888006441; 990212947010206441	2865516-3
99370692887906441; 990212947420206441	2865523-0
99370693340806441; 990212947540206441	2865526-6
990212947490206441; 99370692888606441	2865534-5
990212947630206441; 99370692888506441	2865544-8
99370699855706441; 990212951700206441	2865563-1
990212951880206441; 99370682715206441	2865569-2
990212951860206441; 99370692888406441	2865573-4
99370692888306441; 990212951750206441	2865577-1
99370699920106441; 990212951540206441	2865584-9
990212952370206441; 99370684104006441	2865631-3
99370694989606441; 990212952380206441	2865632-5
99370699836306441; 990213291460206441	2865655-6
990213291470206441; 99370687177606441	2865656-8
99370690625506441; 990213291490206441	2865658-1
990213291480206441; 99370694992606441	2865659-3
99370685928006441; 990213292080206441	2865661-1
99370692889006441; 990213292190206441	2865671-4
990213292200206441; 99370698007506441	2865672-6
990212953610206441; 99370699927406441	2865677-5
99370699808506441; 990213292230206441	2865678-7
99370694806206441; 990213292260206441	2865680-5
99370689316606441; 990213292250206441	2865681-7
990213292700206441; 99370688297606441	2865710-X
99370692888906441; 990213292730206441	2865728-7
990213293180206441; 99370686160206441	2865775-5
99370688122906441; 990213293380206441	2865792-5
99370692888806441; 990213293820206441	2865833-4
99370685946106441; 990213293990206441	2865858-9
990213294110206441; 99370692888706441	2865873-5
99370687640106441; 990213302920206441	2865919-3
990213303010206441; 99370691728106441	2865927-2
990213302960206441; 99370687644706441	2865930-2
99370692948106441; 990213303470206441	2865952-1
990213309680206441; 99370697928506441	2865954-5
99370687646406441; 990213309600206441	2865957-0
990213309610206441; 99370693186006441	2865969-7
990213309820206441; 99370691733606441	2865982-X
990213317610206441; 99370687646006441	2866066-3
990213317670206441; 99370686581906441	2866073-0
99370687274806441; 990213317700206441	2866075-4
99370684904906441; 990213317730206441	2866078-X
99370689810206441; 990213323210206441	2866119-9
99370682659406441; 990213323420206441	2866131-X
99370682730606441; 990213323490206441	2866141-2
990213323810206441; 99370693898006441	2866176-X
99370694061606441; 990213332310206441	2866195-3
990213332810206441; 99370699531106441	2866207-6
990213332840206441; 99370692889406441	2866210-6
990213332860206441; 99370692889306441	2866212-X
990213332870206441; 99371683644406441	2866213-1
990213332880206441; 99370692889106441	2866218-0
99370685953306441; 990213333620206441	2866255-6
990213337510206441; 99370682361806441	2866260-X
990213337580206441; 99370687005806441	2866268-4
990213337600206441; 99370689724306441	2866271-4
99370686899106441; 990213337470206441	2866277-5
990213337800206441; 99370692889806441	2866290-8
99370688615606441; 990213337750206441	2866294-5
990213337770206441; 99370692889706441	2866295-7
99370690706406441; 990213337890206441	2866301-9
99370676591806441; 990213337990206441	2866313-5
99370687357306441; 990213338180206441	2866335-4
990213338230206441; 99370692889606441	2866339-1
990213344330206441; 99370692948906441	2866358-5
990213348010206441; 99370687013506441	2866398-6
990213348090206441; 99370692889506441	2866408-5
990213348160206441; 99370692318706441	2866421-8
99370693098106441; 990213348590206441	2866461-9
99370692890106441; 990213348750206441	2866476-0
99370699805406441; 990213348790206441	2866480-2
990213348850206441; 99370670858906441	2866486-3
990213348890206441; 99370670856606441	2866488-7
990213355230206441; 99370670857906441	2866517-X
990213355780206441; 99370670858206441	2866522-3
99370688526606441; 990213355830206441	2866526-0
990213358230206441; 99370670858306441	2866539-9
990213366500206441; 99370693899706441	2866593-4
99370690833406441; 990213366880206441	2866617-3
99370733599106441; 990213372800206441	2866646-X
990213372960206441; 99370692890006441	2866658-6
99370692889906441; 990213373050206441	2866672-0
99370697232006441; 990213373060206441	2866673-2
99370685940606441; 990213373080206441	2866677-X
990213373270206441; 99370692890406441	2866694-X
990213380540206441; 99370692890306441	2866723-2
990213380660206441; 99370887305906441	2866739-6
99370686899906441; 990213380670206441	2866740-2
99370682096306441; 990213380700206441	2866742-6
990213380950206441; 99370692890206441	2866747-5
990213380960206441; 99370692890806441	2866749-9
99370887477806441; 990213381070206441	2866759-1
990213385210206441; 99370692890706441	2866795-5
990213385560206441; 99370692890606441	2866827-3
99370692890506441; 990213385620206441	2866834-0
99370700681006441; 990213385570206441	2866840-6
99370699798506441; 990213385650206441	2866841-8
99370689879806441; 990213385670206441	2866842-X
990213385680206441; 99370699796606441	2866843-1
99370690874806441; 990213385660206441; 991004378249706485	2866844-3
99370678811506441; 990213385690206441	2866846-7
99370687822706441; 990213385750206441	2866852-2
99370690875406441; 990213385770206441	2866853-4
99370677572606441; 990213392660206441	2866858-3
99370692891206441; 990213394320206441	2866876-5
990213394380206441; 99370695538706441	2866882-0
99370692891106441; 990213394760206441	2866888-1
99370692891006441; 990213394790206441	2866894-7
99370861132206441; 990213394840206441	2866897-2
99370686948406441; 990213398180206441	2866914-9
990213398080206441; 99370697567806441	2866936-8
99370692890906441; 990213398460206441	2866957-5
990213398810206441; 99370699797406441	2866988-5
99370688416406441; 990213398800206441	2866989-7
99370845950206441; 990213398840206441	2866995-2
99370692891606441; 990213398920206441	2866998-8
99370670619206441; 990213398890206441	2867001-2
99370699794206441; 990213398990206441	2867009-7
99370694578906441; 990213399020206441	2867013-9
990213405970206441; 99370692891506441	2867038-3
99370694579206441; 990213405950206441	2867039-5
990213405940206441; 99370692891406441	2867041-3
990213406000206441; 99370694585106441	2867045-0
990213406040206441; 99370694578706441	2867050-4
99370696895906441; 990213424020206441	2867056-5
990213424170206441; 99370694577306441	2867077-2
990213424190206441; 99370699794906441	2867081-4
99370692891306441; 990213424410206441	2867102-8
990213424480206441; 99370692892006441	2867111-9
99370683072706441; 990213424510206441	2867114-4
99370692891906441; 990213424610206441	2867125-9
990213424640206441; 99370699874106441	2867129-6
990213431370206441; 99370692891806441	2867143-0
99370692891706441; 990213431470206441	2867145-4
99370692892406441; 990213431480206441	2867146-6
99370692892306441; 990213431570206441	2867157-0
990213431940206441; 99370692892206441	2867170-3
99370692892106441; 990213431970206441	2867186-7
990213434690206441; 99370692883206441	2867190-9
99370692883106441; 990213435170206441	2867251-3
990213435330206441; 99370684842906441	2867263-X
99370693602206441; 990213435640206441	2867278-1
99370692882906441; 990213435660206441	2867280-X
990213448220206441; 99370682573906441	2867304-9
99370699533106441; 990213457390206441	2867392-X
990213457650206441; 99371423801906441	2867408-X
99370688567406441; 990213457760206441	2867413-3
99370692883606441; 990213462510206441	2867423-6
99370683602906441; 990213470490206441	2867472-8
990213475370206441; 99370692883506441	2867501-0
99370692883406441; 990213475820206441	2867509-5
990213478110206441; 99370692883306441	2867599-X
990213485190206441; 99370692884006441	2867617-8
99370682321706441; 990213485350206441	2867619-1
990213485400206441; 99370690139106441	2867621-X
99370679017306441; 990213485370206441	2867624-5
99370699807506441; 990213485470206441	2867631-2
99370676789706441; 990213485460206441	2867632-4
990213485520206441; 99370692436706441	2867634-8
99370674693706441; 990213485510206441	2867635-X
99370676365606441; 990213485530206441	2867640-3
990213485810206441; 99370683602606441	2867651-8
99370670301406441; 990213485850206441	2867652-X
990213485840206441; 99370699807306441	2867653-1
99370676283906441; 990213485900206441	2867654-3
990213485940206441; 99370684713806441	2867659-2
99370678548906441; 990213490470206441	2867666-X
99370683092506441; 990213490590206441	2867668-3
99370677989306441; 990213490460206441	2867669-5
99370678548706441; 990213490450206441	2867672-5
990213490510206441; 99370699344006441	2867677-4
99370686896706441; 990213490550206441	2867683-X
99370671275206441; 990213490440206441	2867688-9
990213490790206441; 99370692883906441	2867697-X
990213490910206441; 99370692883806441	2867708-0
99370686946406441; 990213490860206441	2867711-0
990213491190206441; 99370692883706441	2867737-7
990213501360206441; 99370692884406441	2867756-0
99370686943206441; 990213501410206441	2867758-4
99370693473306441; 990213501430206441	2867760-2
99370698639506441; 990213501420206441	2867761-4
99370694256406441; 990213501500206441	2867770-5
990213501660206441; 99370685124406441	2867781-X
99370861132406441; 990213501650206441	2867782-1
990213502920206441; 99370692884306441	2867790-0
99370693040306441; 990213502890206441	2867792-4
990213502910206441; 99370692884206441	2867793-6
99370685119706441; 990213502860206441	2867796-1
990213503040206441; 99370676391806441	2867808-4
990213510330206441; 99370688126906441	2867843-6
990213510520206441; 99370688128706441	2867846-1
990213510530206441; 99370681910806441	2867847-3
990213510550206441; 99370681910906441	2867848-5
990213510570206441; 99370686522006441	2867849-7
990213510560206441; 99370690532806441	2867850-3
990213510590206441; 99370696373606441	2867851-5
990213510580206441; 99370687270506441	2867852-7
99370699913406441; 990213510610206441	2867853-9
990213510620206441; 99370692884106441	2867855-2
990213511110206441; 99370692884806441	2867871-0
99370692884706441; 990213511130206441	2867876-X
99370684647906441; 990213511160206441	2867881-3
99370693299406441; 990213516810206441	2867885-0
99370682099206441; 990213516870206441	2867887-4
99370693782906441; 990213525260206441	2868002-9
99370693682306441; 990213525290206441	2868005-4
990213525300206441; 99370682726206441	2868006-6
990213525330206441; 99370698914906441	2868010-8
99370692884506441; 990213525350206441	2868011-X
990213525710206441; 99370686179006441	2868036-4
990213526620206441; 99370686177706441	2868042-X
990213531170206441; 99370684963706441	2868052-2
990213531440206441; 99370685932706441	2868088-1
99370700058606441; 990213540540206441	2868130-7
990213540550206441; 99370692885206441	2868131-9
990213540800206441; 99370683658206441	2868139-3
990213540900206441; 99370683938506441	2868142-3
99370689201206441; 990213540950206441	2868149-6
990213540940206441; 99370682856906441	2868150-2
99370690614506441; 990213540960206441	2868153-8
99370679015806441; 990213541270206441	2868158-7
990213541330206441; 99370689877106441	2868163-0
99370686321606441; 990213541360206441	2868165-4
990213541420206441; 99370697980006441	2868170-8
990213545670206441; 99370699860006441	2868177-0
990213545690206441; 99370685118106441	2868182-4
99370695780906441; 990213545560206441	2868188-5
990213545540206441; 99370699893806441	2868196-4
99370689158306441; 990213545760206441	2868200-2
990213545840206441; 99370687422106441	2868205-1
99370698910006441; 990213555910206441	2868262-2
990213558270206441; 99370687714106441	2868283-X
990213558290206441; 99370692885106441	2868292-0
990213558400206441; 99370692885006441	2868302-X
99370683819906441; 990213558410206441	2868303-1
99370692884906441; 990213558470206441	2868313-4
990213558740206441; 99370692196306441	2868337-7
990213558770206441; 99370687180306441	2868343-2
990213566170206441; 99370688418206441	2868371-7
99370693605406441; 990213566190206441	2868372-9
99370694803706441; 990213566200206441	2868373-0
990213566220206441; 99370694396606441	2868375-4
99370695809306441; 990213566290206441	2868378-X
99370687642406441; 990213566350206441	2868384-5
990213566440206441; 99370684751606441	2868393-6
990213566530206441; 99370697305906441	2868403-5
99370700188806441; 990213566620206441	2868406-0
990213566640206441; 99370687713206441	2868408-4
990213566600206441; 99371683394206441	2868411-4
990213570050206441; 99370687644806441	2868444-8
990213570040206441; 99370687644506441	2868449-7
99370693459806441; 990213569980206441	2868464-3
99370692885606441; 990213570060206441	2868473-4
990213570370206441; 99370692885506441	2868492-8
99370692885406441; 990213570400206441	2868495-3
990213570420206441; 99370692885306441	2868496-5
990213570440206441; 99370692886006441	2868498-9
990213577580206441; 99370687644306441	2868542-8
99370686719306441; 990213577570206441	2868543-X
99370689096806441; 990213579980206441	2868549-0
99370686896906441; 990213579970206441	2868551-9
99370688296906441; 990213579990206441	2868552-0
99370693099106441; 990213580030206441	2868554-4
99370691471106441; 990213580010206441	2868557-X
990213580070206441; 99370674018206441	2868561-1
99370699343306441; 990213580150206441	2868566-0
990213580160206441; 99370698644806441	2868567-2
99370690354906441; 990213580140206441	2868570-2
99370670306406441; 990213582650206441	2868586-6
990213582680206441; 99370699475606441	2868590-8
99370887312206441; 990213582720206441	2868593-3
990213584360206441; 99370688426606441	2868605-6
990213584650206441; 99370691727806441	2868646-9
99370699343806441; 990213584910206441	2868678-0
99370695980506441; 990213585050206441	2868691-3
990213593720206441; 99370692803606441	2868709-7
990213593710206441; 99370700375206441	2868710-3
990213593750206441; 99370683257506441	2868711-5
99370691735406441; 990213593760206441	2868713-9
99370685945006441; 990213593780206441	2868714-0
990213593770206441; 99370687644106441	2868716-4
990213593810206441; 99370697464206441	2868717-6
990213593820206441; 99370777862606441	2868719-X
990213593880206441; 99370692099206441	2868726-7
99370685776506441; 990213593910206441	2868728-0
99370682144506441; 990213593940206441	2868731-0
990213594540206441; 99370688134806441	2868735-8
99370687644206441; 990213594600206441	2868739-5
990213594670206441; 99370692885906441	2868752-8
99370697342606441; 990213597910206441	2868755-3
99370692885806441; 990213598010206441	2868757-7
990213597960206441; 99370688128106441	2868784-X
990213598210206441; 99370692886206441	2868804-1
990213598190206441; 99370692886106441	2868805-3
990213598320206441; 99370691623306441	2868815-6
99370687643206441; 990213598300206441	2868818-1
990213598380206441; 99370686242706441	2868826-0
990213598620206441; 99370691623206441	2868850-8
990213608070206441; 99370697983006441	2868886-7
990213608090206441; 99370697982906441	2868887-9
990213608100206441; 99370682213106441	2868888-0
99370691623706441; 990213608240206441	2868897-1
990213608690206441; 99370691623606441	2868908-2
990213608790206441; 99370683964806441	2868914-8
990213612250206441; 99370691623506441	2868934-3
990213612520206441; 99370693786706441	2868955-0
990213612650206441; 99370691669806441	2868970-7
990213612820206441; 99370687643406441	2868988-4
990213613270206441; 99370692816906441	2869032-1
99370677981506441; 990213621580206441	2869050-3
990213623610206441; 99370686322906441	2869064-3
990213623810206441; 99370691623406441	2869083-7
990213624220206441; 99370691624106441	2869101-5
99370686246606441; 990213626430206441	2869149-0
990213626620206441; 99370691624006441	2869170-2
990213631670206441; 99370689729306441	2869204-4
990213631890206441; 99370690631106441	2869219-6
99370693461806441; 990213631920206441	2869225-1
990213631970206441; 99370683046006441	2869226-3
99370688643706441; 990213635120206441	2869245-7
990213635160206441; 99370687711206441	2869248-2
99370691623906441; 990213635430206441	2869284-6
99370684707706441; 990213643360206441	2869347-4
99370887570706441; 990213643520206441	2869351-6
99370698745506441; 990213643560206441	2869354-1
99370691623806441; 990213643630206441	2869359-0
99370697982506441; 990213643670206441	2869363-2
99370693112706441; 990213643690206441	2869367-X
990213649480206441; 99370684712406441	2869464-8
990213649510206441; 99370691624506441	2869467-3
990213649530206441; 99370691624406441	2869469-7
990213656320206441; 99370699007706441	2869480-6
990213656360206441; 99370691624306441	2869484-3
99370691624206441; 990213656380206441	2869485-5
990213656460206441; 99370690009506441	2869495-8
99370691774106441; 990213661540206441	2869528-8
99370861225406441; 990213661720206441	2869555-0
99370691624906441; 990213661800206441	2869563-X
99370694551706441; 990213661830206441	2869564-1
990213662280206441; 99370698863106441	2869611-6
990213672080206441; 99370691624806441	2869655-4
99370691624706441; 990213672130206441	2869658-X
99370686178406441; 990213672560206441	2869668-2
990213672550206441; 99370691624606441	2869670-0
990213672600206441; 99370691625306441	2869673-6
99370691625206441; 990213676260206441	2869682-7
99370691625106441; 990213676220206441	2869690-6
990213676480206441; 99370691625006441	2869700-5
99370685905006441; 990213676670206441	2869720-0
99370690627206441; 990213676660206441	2869722-4
990213676720206441; 99370671357906441	2869727-3
990213676880206441; 99370685599906441	2869743-1
990213684810206441; 99370692699906441	2869770-4
990213684860206441; 99370689071206441	2869774-1
990213684890206441; 99370693516906441	2869778-9
990213685270206441; 99370695417206441	2869789-3
99370692330606441; 990213685260206441	2869791-1
990213685320206441; 99370684120406441	2869795-9
99370683343306441; 990213685370206441	2869797-2
99370700379406441; 990213685380206441	2869801-0
99370685975206441; 990213685400206441	2869802-2
99370690895506441; 990213685410206441	2869803-4
99370683952406441; 990213690520206441	2869807-1
990213690530206441; 99370683866506441	2869816-2
990213690760206441; 99370686393306441	2869842-3
990213690900206441; 99370695698906441	2869854-X
990213690940206441; 99370691625706441	2869857-5
99370684121106441; 990213690910206441	2869862-9
990213698530206441; 99370684926206441	2869922-1
99370691625606441; 990213698540206441	2869924-5
99370697202006441; 990213698580206441	2869930-0
990213698660206441; 99370685269706441	2869935-X
99370684117106441; 990213698630206441	2869936-1
990213698690206441; 99370685928406441	2869939-7
990213702040206441; 99370685975306441	2869949-X
99370695425106441; 990213702160206441	2869965-8
990213702200206441; 99370690640306441	2869970-1
99370693060906441; 990213702220206441; 991003426139706485	2869972-5
99370676100806441; 990213702520206441	2870005-3
99370675688306441; 990213702550206441	2870009-0
99370693464406441; 990213720690206441	2870032-6
99370676280206441; 990213720770206441	2870035-1
990213721140206441; 99370687015106441	2870046-6
99370677449406441; 990213721130206441; 991006127589706485	2870047-8
99370686242806441; 990213726340206441	2870052-1
99370688549106441; 990213726440206441	2870065-X
99370691625506441; 990213740200206441	2870173-2
99370691625406441; 990213740070206441	2870177-X
99370691626106441; 990213740150206441	2870187-2
99370700004406441; 990213740090206441	2870196-3
99370691625906441; 990213749200206441	2870300-5
990213749220206441; 99370684332406441	2870301-7
99370689376306441; 990213749210206441	2870303-0
990213749250206441; 99370691625806441	2870308-X
99370691332406441; 990213749690206441	2870326-1
990213749680206441; 99370691627306441	2870328-5
99370698182706441; 990213749750206441	2870333-9
99370698979906441; 990213749770206441	2870334-0
99370690089606441; 990213755420206441	2870339-X
99370691627206441; 990213755220206441	2870358-3
99370681918606441; 990213755550206441	2870370-4
990213764440206441; 99370677346206441	2870421-6
99370677685206441; 990213764450206441	2870425-3
99370687315806441; 990213764600206441	2870436-8
99370689964906441; 990213764590206441	2870439-3
990213764680206441; 99370693681006441	2870440-X
990213764640206441; 99370691627106441	2870446-0
990213764720206441; 99370691627006441	2870449-6
990213764710206441; 99370685118906441	2870450-2
990213765020206441; 99370677998506441	2870458-7
99370684119706441; 990213765090206441	2870464-2
